LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default,utilization,avg_pay,inactive,SEX_Female,EDUCATION_University,EDUCATION_High school,EDUCATION_Others,MARRIAGE_Single,MARRIAGE_Others
1.0084004456440618,-0.05026409491514092,-1.8088141099222852,-1.5856818268364763,-1.5688295435178148,-1.5709913978725105,-1.5789396760134313,-1.5291188048081266,-0.7000302875180832,-0.6944637021720422,-0.6785309408062917,-0.674057035104617,-0.6650849106582575,-0.6529382945294494,-2.045543122086756,-2.0103147237487264,-1.8826945780594204,-1.7892466199669588,-1.7561621918003902,-1.6863242748859162,0,-1.0318587165604534,-0.5087637670675763,1,0.0,1.0,0.0,0.0,0.0,0.0
-0.8911357284283365,0.16721282653703062,1.8405550354525142,1.809759419516718,1.856071471186013,1.9721270318762734,2.0761558687110124,2.0674310371130282,-0.04907897402767669,-0.005581532531725248,0.032115108203588934,0.07232422792725393,-0.22008391965454402,-0.2089677302318681,0.3405778436290664,0.22726438796402668,-1.8826945780594204,0.6042349949999474,-1.7561621918003902,0.3266569912739209,1,1.2798254493773304,-0.3738395905156245,0,1.0,0.0,1.0,0.0,0.0,1.0
-0.3928640746872801,-1.3551256236281701,-0.8964718235785855,-0.7368215152481777,-0.7126042898418579,-0.6852117904353145,0.2486080963487905,0.26915611615245083,-0.6939680678857789,-0.6882083094339798,-0.6721340458086154,-0.6602584682532378,-0.6504596143848462,-0.6454856317488019,-0.16586909570727296,-0.14469607944157858,0.14854880761365136,0.005630798933858715,-1.7561621918003902,0.28552368107433246,0,-1.0184034695588648,-0.45643246144778354,0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8911357284283365,-1.028910241449913,-0.8964718235785855,-0.7368215152481777,-0.7126042898418579,-0.6852117904353145,-0.6651657898323203,-0.6299813443278378,-0.6947053648680862,-0.6651873370601193,-0.672912046551576,-0.667996853717187,-0.6650849106582575,-0.6398457788337173,0.3093047388704037,-0.1842739785759602,-0.09716819578228307,-1.7892466199669588,0.18053775484554233,-1.6863242748859162,0,-1.012948639693356,-0.4503287486990048,0,1.0,1.0,0.0,0.0,1.0,0.0
0.5785438428377946,-0.5939563985455698,-1.8088141099222852,-1.5856818268364763,-1.5688295435178148,-1.5709913978725105,-1.5789396760134313,-1.5291188048081266,-0.03793759740614444,0.009042561301853142,-0.32190404468583406,1.2440525297235452,1.5133760271658727,1.5161222801696297,1.0116270873455677,1.0864587798616687,1.62853726529917,1.0916785440906265,1.2027733959797677,0.6920191006626176,1,-0.4440462502532179,3.0055291600516534,0,0.0,1.0,0.0,0.0,1.0,0.0
1.2016900944798161,-0.7026948592716555,-1.8088141099222852,-1.5856818268364763,-1.5688295435178148,-1.5709913978725105,-1.5789396760134313,-1.5291188048081266,-0.6180947469472314,-0.6117910792284603,-0.6785453482274577,-0.6648579905370309,-0.6652166700841441,-0.6530725767417133,0.6295109381083314,-1.7982562535717779,0.027927011377306743,-1.7892466199669588,-1.7561621918003902,-1.6863242748859162,0,-0.9914458350506771,-0.4048721511225734,0,0.0,0.0,0.0,0.0,1.0,0.0
1.0084004456440618,-0.37647947709339824,-1.8088141099222852,-1.5856818268364763,-1.5688295435178148,-1.5709913978725105,-1.5789396760134313,-1.5291188048081266,-0.7000302875180832,-0.6944637021720422,-0.6785309408062917,-0.674057035104617,-0.6650849106582575,-0.6529382945294494,-2.045543122086756,-2.0103147237487264,-1.8826945780594204,-1.7892466199669588,-1.7561621918003902,-1.6863242748859162,1,-1.0318587165604534,-0.5087637670675763,1,1.0,0.0,1.0,0.0,0.0,0.0
1.1094442776058877,0.3846897479892022,0.01587046276511442,0.11203879634012084,0.14362096383409906,0.20056781700188134,0.2486080963487905,0.26915611615245083,1.441585334071621,1.2735476613453611,1.0588023479094806,1.239592857779462,1.2306861789261994,0.7861809595795005,0.6233104110980325,0.5212624767744884,0.6064957136140666,0.6236579479247863,0.6390552391055555,0.6439956215973242,0,0.12047317420676835,-0.10927576766000568,0,1.0,1.0,0.0,0.0,1.0,0.0
-1.86251979337029,-1.1376487021759987,0.01587046276511442,0.11203879634012084,0.14362096383409906,0.20056781700188134,0.2486080963487905,0.26915611615245083,-0.42624734142131265,-0.619398989315293,-0.4130309835603905,-0.3678003300665152,-0.33843682395717123,-0.32770677642623824,0.20889368421870902,0.9315238836573686,0.39124903105510567,0.24424253945190025,0.22209763906910032,0.2749464635951956,0,1.3988134715102973,-0.16502836489950867,0,0.0,0.0,0.0,0.0,1.0,0.0
-1.86251979337029,-1.3551256236281701,0.01587046276511442,0.11203879634012084,0.14362096383409906,0.20056781700188134,0.2486080963487905,0.26915611615245083,-0.47914157307794986,-0.5160722993581986,-0.48594694208120154,-0.455797271597327,-0.4275061958565044,-0.41754157643079987,0.16481578720742157,0.18351608623082688,0.26246171148454767,0.09408458088070472,0.10436159023689202,0.13012129502635567,0,0.9292132293107117,-0.4172080758358947,0,1.0,0.0,0.0,0.0,1.0,0.0
-1.86251979337029,1.5808128159761456,0.01587046276511442,0.11203879634012084,0.14362096383409906,0.20056781700188134,0.2486080963487905,-0.6299813443278378,-0.44245422138425233,-0.1864384617625979,-0.40829094199679694,-0.4328773548115337,-0.449559429764272,-0.5238930885438234,0.20889368421870902,0.3930954188711742,0.2575936411955071,0.11940926313515522,0.8455218219806023,-1.6863242748859162,0,1.2549271815023189,-0.28869279767016065,0,0.0,1.0,0.0,0.0,0.0,0.0
0.9352571336284844,-0.8114333199977413,0.9282127491088144,-1.5856818268364763,-0.7126042898418579,0.20056781700188134,0.2486080963487905,-0.6299813443278378,-0.7000302875180832,-0.6944637021720422,-0.5070105918258025,-0.5443069977070752,-0.6250959249016782,-0.5746853353326508,-2.045543122086756,0.8608299773879499,-0.2962220073338202,-0.6378008635257661,0.7000981835995532,0.7962136779678658,0,-1.0318587165604534,-0.1378186559615317,0,1.0,1.0,0.0,0.0,1.0,0.0
0.9352571336284844,-0.05026409491514092,0.01587046276511442,0.11203879634012084,-0.7126042898418579,0.20056781700188134,0.2486080963487905,0.26915611615245083,-0.6219860365760754,-0.6944637021720422,0.8354296901527815,0.9716396068952453,0.9552266291820524,0.9189860675085161,-2.045543122086756,1.5270686179961614,0.6111191976144368,0.6049265315739177,0.6158452626109739,0.7478802465935844,0,-0.9823669586060904,1.4419507026381782,0,1.0,0.0,1.0,0.0,1.0,0.0
0.27355624275444335,-0.485217937819484,0.01587046276511442,0.11203879634012084,0.14362096383409906,-0.6852117904353145,0.2486080963487905,0.26915611615245083,-0.552871271308678,-0.5986885674122484,-0.5889023737329929,-0.6008531517297884,-0.5545552222676464,-0.5402923037165546,0.6360518225730003,0.44317115672212354,0.8427314883258422,0.4481130399874689,-1.7561621918003902,0.668277623527304,0,-0.8576597349591065,-0.1218365660009136,0,1.0,0.0,0.0,0.0,1.0,0.0
1.0431628290884756,-0.37647947709339824,-1.8088141099222852,-1.5856818268364763,-1.5688295435178148,-1.5709913978725105,-1.5789396760134313,-1.5291188048081266,-0.4250731277087492,-0.577992234231587,0.2722580041974398,-0.5413079848666291,-0.6371683822985368,-0.640349337129707,0.7348326123342448,1.3848209315287014,0.8254868179830089,0.3994375115007006,0.16914841336579114,0.8409607472000868,1,-0.8743685892032955,0.9788234666236035,0,1.0,0.0,0.0,0.0,1.0,0.0
0.4062485172891071,-0.5939563985455698,-0.8964718235785855,-0.7368215152481777,-0.7126042898418579,0.20056781700188134,0.2486080963487905,0.26915611615245083,-0.5852850312345573,-0.4572800608538416,-0.6468346142412287,-0.5573596960800017,-0.4590461084281063,-0.3219326412988897,0.954030760906405,0.344370532925457,0.6943154896392015,0.7177213118584168,0.8606991135346826,-1.6863242748859162,0,-0.9120093304434951,0.09590535511078384,0,1.0,0.0,0.0,0.0,1.0,0.0
-0.3928640746872801,0.7109051301674595,0.01587046276511442,0.11203879634012084,0.14362096383409906,0.20056781700188134,0.2486080963487905,0.26915611615245083,0.3275978620444211,0.3751380124247187,0.4463716889877978,-0.22547930102171462,-0.1845912243063445,-0.15871261229209652,0.44233405828510153,0.5708190488856691,0.2125296352601788,0.36348713024108353,0.3705016349623553,0.2651365585495051,0,1.2489874778709869,-0.3018960920898874,0,0.0,1.0,0.0,0.0,1.0,0.0
